Last Update,Neighbourhood,Development,Developer,Floor Level,Apartment Number ,ApartmentType,Internal Area,External Area,Total Area,Rate,Price,Discounted amount,Launch day Price Incl.VAT,Status,Orientation/View
10-Feb-23,Sea Point,Station House,Berman Brothers,1st,132,STUDIO,37,8,45,57667,2595000,,,UNSOLD,F Cape Town
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,201,STUDIO,27,7,34,46912,1595000,,,SOLD,F Cape Town
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,202,STUDIO,24,5,29,53448,1550000,,,SOLD,F Cape Town
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,203,STUDIO,24,9,33,50000,1650000,,,SOLD,F Cape Town
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,204,STUDIO,31,20,51,50000,2550000,,,SOLD,Cnr CT/Mount
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,205,STUDIO,26,5,31,60484,1875000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,206,STUDIO,26,5,31,60484,1875000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,207,STUDIO,26,5,31,60484,1875000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,208,STUDIO,26,5,31,60484,1875000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,209,STUDIO,26,5,31,60484,1875000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,210,STUDIO,26,5,31,60484,1875000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,211,STUDIO,26,5,31,60484,1875000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,212,STUDIO,26,5,31,60484,1875000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,213,STUDIO,26,5,31,60484,1875000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,214,STUDIO,26,5,31,60484,1875000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,215,STUDIO,31,20,51,52843,2695000,,,SOLD,Cnr SP/Mount
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,217,STUDIO,27,7,34,47206,1605000,,,SOLD,F Sea Point
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,218,STUDIO,37,8,45,56667,2550000,,,SOLD,F Sea Point
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,219,STUDIO,38,9,47,54255,2550000,,,SOLD,F Sea Point
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,222,STUDIO,35,8,43,61628,2650000,,,UNSOLD,C SP/Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,223,STUDIO,35,8,43,61628,2650000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,224,STUDIO,35,8,43,61628,2650000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,225,STUDIO,35,8,43,61628,2650000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,226,STUDIO,35,8,43,61628,2650000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,227,STUDIO,35,8,43,61628,2650000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,228,STUDIO,35,8,43,61628,2650000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,229,STUDIO,35,8,43,61628,2650000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,230,STUDIO,35,8,43,61628,2650000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,231,STUDIO,35,8,43,61628,2650000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,232,STUDIO,35,8,43,61628,2650000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,233,STUDIO,35,8,43,61628,2650000,,,UNSOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,236,STUDIO,38,9,47,53170,2499000,,,SOLD,F Cape Town
10-Feb-23,Sea Point,Station House,Berman Brothers,2nd,237,STUDIO,37,8,45,55533,2499000,,,UNSOLD,F Cape Town
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,301,STUDIO,27,6,33,51364,1695000,,,SOLD,F Cape Town
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,302,STUDIO,24,5,29,56897,1650000,,,SOLD,F Cape Town
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,303,STUDIO,24,9,33,53030,1750000,,,SOLD,F Cape Town
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,304,STUDIO,31,20,51,51961,2650000,,,SOLD,Cnr CT/Mount
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,305,STUDIO,26,5,31,62903,1950000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,306,STUDIO,26,5,31,62903,1950000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,307,STUDIO,26,5,31,62903,1950000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,308,STUDIO,26,5,31,62903,1950000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,309,STUDIO,26,5,31,62903,1950000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,310,STUDIO,26,5,31,62903,1950000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,311,STUDIO,26,5,31,62903,1950000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,312,STUDIO,26,5,31,62903,1950000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,313,STUDIO,26,5,31,62903,1950000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,314,STUDIO,26,5,31,62903,1950000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,315,STUDIO,31,20,51,54804,2795000,,,SOLD,Cnr SP/Mount
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,317,STUDIO,27,6,33,51667,1705000,,,SOLD,F Sea Point
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,318,STUDIO,38,9,47,56383,2650000,,,SOLD,F Sea Point
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,319,STUDIO,38,9,47,56383,2650000,,,SOLD,F Sea Point
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,322,STUDIO,35,8,43,63953,2750000,,,SOLD,C SP/Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,323,STUDIO,35,8,43,63953,2750000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,324,STUDIO,35,8,43,63953,2750000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,325,STUDIO,35,8,43,63953,2750000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,326,STUDIO,35,8,43,63953,2750000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,327,STUDIO,35,8,43,63953,2750000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,328,STUDIO,35,8,43,63953,2750000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,329,STUDIO,35,8,43,63953,2750000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,330,STUDIO,35,8,43,63953,2750000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,331,STUDIO,35,8,43,63953,2750000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,332,STUDIO,35,8,43,63953,2750000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,333,STUDIO,35,8,43,63953,2750000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,336,STUDIO,38,9,47,55298,2599000,,,SOLD,F Cape Town
10-Feb-23,Sea Point,Station House,Berman Brothers,3rd,337,STUDIO,38,9,47,55298,2599000,,,SOLD,F Cape Town
10-Feb-23,Sea Point,Station House,Berman Brothers,4th,401,STUDIO,27,6,33,54394,1795000,,,SOLD,F Cape Town
10-Feb-23,Sea Point,Station House,Berman Brothers,4th,410,STUDIO,26,5,31,67581,2095000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,4th,411,STUDIO,26,5,31,67581,2095000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,4th,414,STUDIO,27,6,33,54697,1805000,,,SOLD,F Sea Point
10-Feb-23,Sea Point,Station House,Berman Brothers,4th,415,STUDIO,38,9,47,59362,2790000,,,SOLD,F Sea Point
10-Feb-23,Sea Point,Station House,Berman Brothers,4th,416,STUDIO,37,8,45,62000,2790000,,,UNSOLD,F Sea Point
10-Feb-23,Sea Point,Station House,Berman Brothers,4th,430,STUDIO,38,9,47,59362,2790000,,,SOLD,F Cape Town
10-Feb-23,Sea Point,Station House,Berman Brothers,4th,431,STUDIO,37,8,45,62000,2790000,,,UNSOLD,F Cape Town
10-Feb-23,Sea Point,Station House,Berman Brothers,4th,432,STUDIO,37,8,45,62000,2790000,,,UNSOLD,F Cape Town
10-Feb-23,Sea Point,Station House,Berman Brothers,5th,501,STUDIO,27,6,33,57424,1895000,,,SOLD,F Cape Town
10-Feb-23,Sea Point,Station House,Berman Brothers,5th,506,STUDIO,26,5,31,69355,2150000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,5th,514,STUDIO,27,6,33,57727,1905000,,,SOLD,F Sea Point
10-Feb-23,Sea Point,Station House,Berman Brothers,5th,515,STUDIO,38,9,47,61489,2890000,,,SOLD,F Sea Point
10-Feb-23,Sea Point,Station House,Berman Brothers,5th,516,STUDIO,37,8,45,64222,2890000,,,UNSOLD,F Sea Point
10-Feb-23,Sea Point,Station House,Berman Brothers,5th,531,STUDIO,37,8,45,64222,2890000,,,UNSOLD,F Cape Town
10-Feb-23,Sea Point,Station House,Berman Brothers,5th,532,STUDIO,37,8,45,64222,2890000,,,UNSOLD,F Cape Town
10-Feb-23,Sea Point,Station House,Berman Brothers,6th,601,STUDIO,27,6,33,60455,1995000,,,SOLD,F Cape Town
10-Feb-23,Sea Point,Station House,Berman Brothers,6th,604,STUDIO,79,14,93,70935,6597000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,6th,607,STUDIO,79,14,93,70935,6597000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,6th,610,STUDIO,26,5,31,70935,2199000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,6th,611,STUDIO,26,5,31,70935,2199000,,,SOLD,Mountain
10-Feb-23,Sea Point,Station House,Berman Brothers,6th,614,STUDIO,27,6,33,62121,2050000,,,SOLD,F Sea Point
10-Feb-23,Sea Point,Station House,Berman Brothers,6th,615,STUDIO,38,9,47,62766,2950000,,,SOLD,F Sea Point
10-Feb-23,Sea Point,Station House,Berman Brothers,6th,616,STUDIO,37,8,45,65556,2950000,,,SOLD,F Sea Point
10-Feb-23,Sea Point,Station House,Berman Brothers,6th,623,STUDIO,70,16,86,68605,5900000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,6th,625,STUDIO,70,16,86,68605,5900000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,6th,627,STUDIO,70,16,86,68605,5900000,,,SOLD,Sea View
10-Feb-23,Sea Point,Station House,Berman Brothers,6th,631,STUDIO,38,9,47,62766,2950000,,,SOLD,F Cape Town
10-Feb-23,Sea Point,Station House,Berman Brothers,6th,632,STUDIO,37,8,45,65556,2950000,,,UNSOLD,F Cape Town
25-Jan-23,Sea Point,The Marlo,Elemental,1st,002,1 BED,52,12,64,58594,3750000,,,UNSOLD,
25-Jan-23,Sea Point,The Marlo,Elemental,1st,102,1 BED,52,12,64,59375,3800000,,,SOLD,
25-Jan-23,Sea Point,The Marlo,Elemental,2nd,202,1 BED,92,12,104,61773,6424392,,,SOLD,
25-Jan-23,Sea Point,The Marlo,Elemental,1st,001,2 BED,70,12,82,59146,4850000,,,UNSOLD,
25-Jan-23,Sea Point,The Marlo,Elemental,1st,101,2 BED,70,12,82,60366,4950000,,,SOLD,
25-Jan-23,Sea Point,The Marlo,Elemental,2nd,203,2 BED,98,12,110,61773,6795000,,,UNSOLD,
25-Jan-23,Sea Point,The Marlo,Elemental,2nd,204,2 BED,77,12,89,66011,5875000,,,UNSOLD,
25-Jan-23,Sea Point,The Marlo,Elemental,3rd,302,2 BED,110,12,122,61773,7536306,,,SOLD,
25-Jan-23,Sea Point,The Marlo,Elemental,3rd,303,2 BED,98,12,110,64545,7100000,,,SOLD,
25-Jan-23,Sea Point,The Marlo,Elemental,3rd,304,2 BED,77,12,89,67135,5975000,,,UNSOLD,
25-Jan-23,Sea Point,The Marlo,Elemental,4th,402,2 BED,77,12,89,69101,6150000,,,SOLD,
25-Jan-23,Sea Point,The Marlo,Elemental,2nd,205,3 BED,106,24,130,59192,7695000,,,UNSOLD,
25-Jan-23,Sea Point,The Marlo,Elemental,3rd,305,3 BED,106,24,130,59192,7695000,,,SOLD,
25-Jan-23,Sea Point,The Marlo,Elemental,4th,401,3 BED,227,93,320,66000,21120000,,,SOLD,
25-Jan-23,Sea Point,The Marlo,Elemental,4th,403,3 BED,105,20,125,59000,7375000,,,SOLD,
25-Jan-23,Sea Point,The Marlo,Elemental,5th,501,3 BED,221,15,236,69915,16500000,,,SOLD,
25-Jan-23,Sea Point,The Marlo,Elemental,5th,502,3 BED,185,247,432,49190,21250000,,,SOLD,
25-Jan-23,Sea Point,The Marlo,Elemental,2nd,201,STUDIO,52,4,56,58000,3248000,,,SOLD,
25-Jan-23,Sea Point,The Marlo,Elemental,3rd,301,STUDIO,33,0,33,55000,1815000,,,SOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,1st,103,1 BED,40,13,53,61745,3272500,,,SOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,1st,104,1 BED,42,12,54,55463,2995000,,,UNSOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,1st,106,1 BED,43,7,50,54250,2712500,,,SOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,1st,107,1 BED,43,7,50,54250,2712500,,,SOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,2nd,203,1 BED,40,13,53,64151,3400000,,,SOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,2nd,204,1 BED,42,12,54,64213,3467500,,,SOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,2nd,206,1 BED,43,7,50,60520,3026000,,,SOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,2nd,207,1 BED,43,7,50,60520,3026000,,,SOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,3rd,302,1 BED,40,13,53,62170,3295000,,,UNSOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,3rd,303,1 BED,42,12,54,66667,3600000,,,SOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,3rd,305,1 BED,43,7,50,66790,3339500,,,SOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,3rd,306,1 BED,43,7,50,66790,3339500,,,SOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,1st,101,2 BED,60,29,89,49382,4395000,,,UNSOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,1st,105,2 BED,81,22,103,56748,5845000,,,SOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,2nd,201,2 BED,60,29,89,60225,5360000,,,SOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,2nd,205,2 BED,81,22,103,60801,6262500,,,SOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,3rd,301,2 BED,94,41,135,59148,7985000,,,SOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,3rd,304,2 BED,81,22,103,62786,6467000,,,SOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,4th,401,3 BED,138,59,197,60888,11995000,,,UNSOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,4th,402,3 BED,100,90,190,61026,11595000,,,UNSOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,1st,102,STUDIO,33,11,44,54250,2387000,,,SOLD,
6-Feb-23,Fresnaye,The Avant,FWJK,2nd,202,STUDIO,33,11,44,56705,2495000,,,SOLD,
27-Feb-23,Bantry Bay,7 on Bantry,FWJK,2nd,201,1 BED,59,0,59,57077,3367543,,,SOLD,
27-Feb-23,Bantry Bay,7 on Bantry,FWJK,2nd,204,1 BED,57,0,57,61706,3517235,,,UNSOLD,
27-Feb-23,Bantry Bay,7 on Bantry,FWJK,2nd,205,1 BED,65,0,65,57077,3710000,,,UNSOLD,
27-Feb-23,Bantry Bay,7 on Bantry,FWJK,3rd,301,1 BED,59,0,59,57077,3367543,,,SOLD,
27-Feb-23,Bantry Bay,7 on Bantry,FWJK,3rd,304,1 BED,57,0,57,62974,3589500,,,UNSOLD,
27-Feb-23,Bantry Bay,7 on Bantry,FWJK,3rd,305,1 BED,64,0,64,57077,3652928,,,SOLD,
27-Feb-23,Bantry Bay,7 on Bantry,FWJK,4th,401,1 BED,59,0,59,57077,3367543,,,SOLD,
27-Feb-23,Bantry Bay,7 on Bantry,FWJK,4th,404,1 BED,57,0,57,57077,3253389,,,SOLD,
27-Feb-23,Bantry Bay,7 on Bantry,FWJK,3rd,405,1 BED,64,0,64,57077,3652928,,,SOLD,
27-Feb-23,Bantry Bay,7 on Bantry,FWJK,1st,101,2 BED,144,0,144,54983,7917500,,,UNSOLD,
27-Feb-23,Bantry Bay,7 on Bantry,FWJK,5th,501,3 BED,281,0,281,78274,21995000,,,UNSOLD,
27-Feb-23,Bantry Bay,7 on Bantry,FWJK,2nd,202,STUDIO,46,0,46,57077,2625542,,,SOLD,
27-Feb-23,Bantry Bay,7 on Bantry,FWJK,2nd,203,STUDIO,45,0,45,63889,2875000,,,UNSOLD,
27-Feb-23,Bantry Bay,7 on Bantry,FWJK,3rd,302,STUDIO,46,0,46,63889,2938894,,,SOLD,
27-Feb-23,Bantry Bay,7 on Bantry,FWJK,3rd,303,STUDIO,45,0,45,63889,2875005,,,SOLD,
27-Feb-23,Bantry Bay,7 on Bantry,FWJK,4th,402,STUDIO,46,0,46,63889,2938894,,,SOLD,
27-Feb-23,Bantry Bay,7 on Bantry,FWJK,4th,403,STUDIO,45,0,45,63889,2875005,,,SOLD,
3-Mar-23,Fresnaye,La Mer,Hardie Property,1st,1,3 BED,125,116,241,43133,10395000,,,UNSOLD,
3-Mar-23,Fresnaye,La Mer,Hardie Property,1st,2,3 BED,135,157,292,37243,10875000,,,UNSOLD,
3-Mar-23,Fresnaye,La Mer,Hardie Property,1st,3,3 BED,130,36,166,55934,9285000,,,UNSOLD,
3-Mar-23,Fresnaye,La Mer,Hardie Property,1st,4,3 BED,137,33,170,56441,9595000,,,UNSOLD,
3-Mar-23,Fresnaye,La Mer,Hardie Property,1st,5,3 BED,262,179,441,58957,26000000,,,UNSOLD,
20-Feb-23,Vredehoek,The Holly,Horizon Capital,1st,104,1 BED,50,3,53,48962,2595000,,,UNSOLD,
20-Feb-23,Vredehoek,The Holly,Horizon Capital,1st,105,1 BED,41,3,44,50000,2200000,,,SOLD,
20-Feb-23,Vredehoek,The Holly,Horizon Capital,2nd,204,1 BED,50,3,53,52736,2795000,,,UNSOLD,
20-Feb-23,Vredehoek,The Holly,Horizon Capital,2nd,205,1 BED,50,3,53,54623,2895000,,,UNSOLD,
20-Feb-23,Vredehoek,The Holly,Horizon Capital,3rd,304,1 BED,45,0,45,51111,2300000,,,SOLD,
20-Feb-23,Vredehoek,The Holly,Horizon Capital,3rd,305,1 BED,46,0,46,52174,2400000,,,SOLD,
20-Feb-23,Vredehoek,The Holly,Horizon Capital,1st,101,2 BED,64,6,70,54214,3795000,,,UNSOLD,
20-Feb-23,Vredehoek,The Holly,Horizon Capital,1st,102,2 BED,64,6,70,54214,3795000,,,UNSOLD,
20-Feb-23,Vredehoek,The Holly,Horizon Capital,2nd,201,2 BED,64,6,70,61357,4295000,,,UNSOLD,
20-Feb-23,Vredehoek,The Holly,Horizon Capital,2nd,202,2 BED,64,6,70,61357,4295000,,,SOLD,
20-Feb-23,Vredehoek,The Holly,Horizon Capital,3rd,301,2 BED,64,6,70,65643,4595000,,,UNSOLD,
20-Feb-23,Vredehoek,The Holly,Horizon Capital,3rd,302,2 BED,64,6,70,65643,4595000,,,UNSOLD,
20-Feb-23,Vredehoek,The Holly,Horizon Capital,4th,401,2 BED,62,10,72,65278,4700000,,,SOLD,
20-Feb-23,Vredehoek,The Holly,Horizon Capital,4th,402,2 BED,101,49,150,66333,9950000,,,UNSOLD,
20-Feb-23,Vredehoek,The Holly,Horizon Capital,1st,103,STUDIO,30,0,30,66500,1995000,,,SOLD,
20-Feb-23,Vredehoek,The Holly,Horizon Capital,2nd,203,STUDIO,30,0,30,66500,1995000,,,SOLD,
20-Feb-23,Vredehoek,The Holly,Horizon Capital,3rd,303,STUDIO,30,0,30,66500,1995000,,,UNSOLD,
27-Feb-23,Vredehoek,The Poplar,Horizon Capital,1st,101,1 BED,37,44,81,34506,2795000,,,UNSOLD,
27-Feb-23,Vredehoek,The Poplar,Horizon Capital,2nd,201,1 BED,37,9,46,56413,2595000,,,UNSOLD,
27-Feb-23,Vredehoek,The Poplar,Horizon Capital,2nd,204,1 BED,31,7,38,48684,1850000,,,SOLD,
27-Feb-23,Vredehoek,The Poplar,Horizon Capital,3rd,301,1 BED,37,9,46,58587,2695000,,,SOLD,
27-Feb-23,Vredehoek,The Poplar,Horizon Capital,3rd,304,1 BED,31,7,38,51316,1950000,,,SOLD,
27-Feb-23,Vredehoek,The Poplar,Horizon Capital,1st,102,2 BED,67,6,73,54110,3950000,,,UNSOLD,
27-Feb-23,Vredehoek,The Poplar,Horizon Capital,1st,103,2 BED,68,6,74,53378,3950000,,,UNSOLD,
27-Feb-23,Vredehoek,The Poplar,Horizon Capital,2nd,202,2 BED,66,6,72,57639,4150000,,,UNSOLD,
27-Feb-23,Vredehoek,The Poplar,Horizon Capital,2nd,203,2 BED,66,6,72,57639,4150000,,,UNSOLD,
27-Feb-23,Vredehoek,The Poplar,Horizon Capital,3rd,302,2 BED,64,3,67,63433,4250000,,,SOLD,
27-Feb-23,Vredehoek,The Poplar,Horizon Capital,3rd,303,2 BED,63,3,66,64394,4250000,,,UNSOLD,
27-Feb-23,Vredehoek,The Poplar,Horizon Capital,4th,401,2 BED,90,51,141,55993,7895000,,,UNSOLD,
27-Feb-23,Vredehoek,The Poplar,Horizon Capital,4th,402,2 BED,90,42,132,55265,7295000,,,SOLD,
27-Feb-23,Vredehoek,The Poplar,Horizon Capital,5th,501,2 BED,90,75,165,54515,8995000,,,UNSOLD,
,Fresnaye,Le Chateau,Mardispace Property Developments,G,3,1 BED,40,0,40,182000,7280000,,,SOLD,
,Fresnaye,Le Chateau,Mardispace Property Developments,G,4,1 BED,38,0,38,182895,6950000,,,SOLD,
,Fresnaye,Le Chateau,Mardispace Property Developments,G,5,1 BED,38,0,38,193421,7350000,,,SOLD,
,Fresnaye,Le Chateau,Mardispace Property Developments,G,6,1 BED,40,0,40,54150,2166000,,,SOLD,
,Fresnaye,Le Chateau,Mardispace Property Developments,G,1,2 BED,85,0,85,93529,7950000,,,UNSOLD,
,Fresnaye,Le Chateau,Mardispace Property Developments,G,2,2 BED,85,0,85,92353,7850000,,,SOLD,
,Fresnaye,Le Chateau,Mardispace Property Developments,G,7,2 BED,85,0,85,88235,7500000,,,UNSOLD,
,Fresnaye,Le Chateau,Mardispace Property Developments,G,8,2 BED,89,0,89,88202,7850000,,,UNSOLD,
,Fresnaye,Le Chateau,Mardispace Property Developments,G,9,4 BED,155,0,155,85000,13175000,,,UNSOLD,
20-Feb-23,Green Point,The Braemar,Mason,1st,101,1 BED,43,2,45,49333,2220000,"R150,000.00","R2,070,000.00",SOLD,Signal Hill
20-Feb-23,Green Point,The Braemar,Mason,1st,104,1 BED,44,3,47,57872,2720000,"R150,000.00","R2,570,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,1st,105,1 BED,44,3,47,57872,2720000,"R150,000.00","R2,570,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,1st,106,1 BED,44,3,47,55745,2620000,"R150,000.00","R2,470,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,1st,107,1 BED,44,3,47,53617,2520000,"R150,000.00","R2,370,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,1st,108,1 BED,44,3,47,51489,2420000,"R150,000.00","R2,270,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,1st,109,1 BED,44,3,47,51489,2420000,"R150,000.00","R2,270,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,1st,110,1 BED,44,3,47,51489,2420000,"R150,000.00","R2,270,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,1st,111,1 BED,44,3,47,53617,2520000,"R150,000.00","R2,370,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,1st,113,1 BED,46,1,47,49362,2320000,"R150,000.00","R2,170,000.00",SOLD,Signal Hill
20-Feb-23,Green Point,The Braemar,Mason,1st,114,1 BED,36,1,37,57297,2120000,"R150,000.00","R1,970,000.00",SOLD,Signal Hill
20-Feb-23,Green Point,The Braemar,Mason,1st,115,1 BED,37,9,46,46304,2130000,"R150,000.00","R1,980,000.00",SOLD,Signal Hill
20-Feb-23,Green Point,The Braemar,Mason,2nd,204,1 BED,44,3,47,64255,3020000,"R150,000.00","R2,870,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,2nd,205,1 BED,44,3,47,64255,3020000,"R150,000.00","R2,870,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,2nd,206,1 BED,44,3,47,62128,2920000,"R150,000.00","R2,770,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,2nd,207,1 BED,44,3,47,60000,2820000,"R150,000.00","R2,670,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,2nd,208,1 BED,44,3,47,57872,2720000,"R150,000.00","R2,570,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,2nd,209,1 BED,44,3,47,57872,2720000,"R150,000.00","R2,570,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,2nd,210,1 BED,44,3,47,57872,2720000,"R150,000.00","R2,570,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,2nd,211,1 BED,44,3,47,60000,2820000,"R150,000.00","R2,670,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,2nd,213,1 BED,46,1,47,57872,2720000,"R150,000.00","R2,570,000.00",SOLD,Signal Hill
20-Feb-23,Green Point,The Braemar,Mason,2nd,214,1 BED,36,1,37,70811,2620000,"R150,000.00","R2,470,000.00",SOLD,Signal Hill
20-Feb-23,Green Point,The Braemar,Mason,2nd,215,1 BED,50,1,51,57255,2920000,"R150,000.00","R2,770,000.00",SOLD,Signal Hill
