Last Update,Area,Development,Developer,Floor Level,Apartment Number ,ApartmentType,Internal Area ,External Area ,Total Area ,Rate per m2,Price Incl. VAT ,Discounted amount,Launch day Price Incl.VAT,Sold/Unsold(Status),Orientation/View
20-Feb-23,Green Point,The Braemar,Mason,3rd,301,2 bed,69,2,71,61549,4370000,"R150,000.00","R4,220,000.00",SOLD,Signal Hill
20-Feb-23,Green Point,The Braemar,Mason,3rd,302,2 bed,86,4,90,61889,5570000,"R150,000.00","R5,420,000.00",SOLD,Signal Hill
20-Feb-23,Green Point,The Braemar,Mason,3rd,303,2 bed,85,13,98,56837,5570000,"R150,000.00","R5,420,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,3rd,310,2 bed,87,13,100,52700,5270000,"R150,000.00","R5,120,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,3rd,311,2 bed,86,4,90,61889,5570000,"R150,000.00","R5,420,000.00",SOLD,Signal Hill
20-Feb-23,Green Point,The Braemar,Mason,3rd,312,2 bed,69,1,70,63857,4470000,"R150,000.00","R4,320,000.00",SOLD,Signal Hill
20-Feb-23,Green Point,The Braemar,Mason,4th,401,2 bed,98,34,132,50152,6620000,"R150,000.00","R6,470,000.00",SOLD,Signal Hill
20-Feb-23,Green Point,The Braemar,Mason,4th,402,2 bed,120,57,177,47006,8320000,"R150,000.00","R8,170,000.00",SOLD,Signal Hill
20-Feb-23,Green Point,The Braemar,Mason,4th,408,2 bed,123,58,181,45414,8220000,"R150,000.00","R8,070,000.00",SOLD,Signal Hill
20-Feb-23,Green Point,The Braemar,Mason,4th,409,2 bed,98,31,129,51318,6620000,"R150,000.00","R6,470,000.00",SOLD,Signal Hill
20-Feb-23,Green Point,The Braemar,Mason,4th,403,3 bed,127,43,170,48941,8320000,"R150,000.00","R8,170,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,4th,404,3 bed,123,43,166,50120,8320000,"R150,000.00","R8,170,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,4th,405,3 bed,123,43,166,47108,7820000,"R150,000.00","R7,670,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,4th,406,3 bed,123,43,166,45904,7620000,"R150,000.00","R7,470,000.00",SOLD,Table Bay
20-Feb-23,Green Point,The Braemar,Mason,4th,407,3 bed,129,42,171,46901,8020000,"R150,000.00","R7,870,000.00",SOLD,Table Bay
,Stellenbosch,The Alxndr,Matterhorn,G,1,1 bed,40,20,60,44083,2645000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,2,1 bed,39,23,62,41855,2595000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,4,1 bed,40,6,46,53152,2445000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,5,1 bed,39,5,44,54432,2395000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,8,1 bed,40,6,46,53152,2445000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,9,1 bed,39,5,44,54432,2395000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,11,1 bed,35,7,42,57024,2395000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,12,1 bed,44,6,50,49900,2495000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,13,1 bed,43,5,48,51979,2495000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,14,1 bed,45,6,51,48922,2495000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,15,1 bed,43,5,48,51979,2495000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,16,1 bed,46,6,52,47981,2495000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,19,1 bed,40,6,46,52065,2395000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,20,1 bed,39,5,44,54432,2395000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,21,1 bed,35,7,42,57024,2395000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,22,1 bed,44,6,50,50900,2545000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,23,1 bed,43,5,48,51979,2495000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,24,1 bed,45,6,51,49902,2545000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,25,1 bed,43,5,48,51979,2495000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,26,1 bed,46,6,52,47981,2495000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,27,1 bed,45,24,69,38333,2645000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,3,Studio,29,15,44,45341,1995000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,6,Studio,29,6,35,55571,1945000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,7,Studio,33,7,40,48625,1945000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,10,Studio,29,6,35,55571,1945000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,17,Studio,32,6,38,51184,1945000,,,UNSOLD,
,Stellenbosch,The Alxndr,Matterhorn,G,18,Studio,30,9,39,51154,1995000,,,UNSOLD,
,Sea Point,3 on Albany,Quay 1 International Realty,G,1,1 bed,44,0,44,57727,2540000,,,SOLD,
,Sea Point,3 on Albany,Quay 1 International Realty,G,2,1 bed,44,0,44,52045,2290000,,,SOLD,
,Sea Point,3 on Albany,Quay 1 International Realty,G,3,1 bed,44,0,44,56023,2465000,,,SOLD,
,Sea Point,3 on Albany,Quay 1 International Realty,G,4,2 bed,75,0,75,54533,4090000,,,SOLD,
,Sea Point,3 on Albany,Quay 1 International Realty,G,5,2 bed,76,0,76,59408,4515000,,,SOLD,
,Sea Point,3 on Albany,Quay 1 International Realty,G,6,2 bed,72,0,72,59306,4270000,,,SOLD,
,Sea Point,3 on Albany,Quay 1 International Realty,G,7,2 bed,89,0,89,58539,5210000,,,SOLD,
,Sea Point,3 on Albany,Quay 1 International Realty,G,8,3 bed,160,0,160,50469,8075000,,,SOLD,
3-Feb-23,Sea Point,Suro,Rawson,2nd,202,1 bed,49,1,50,60000,3000000,"R200,000.00","R2,800,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,2nd,205,1 bed,49,1,50,55500,2775000,"R200,000.00","R2,575,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,2nd,206,1 bed,54,1,55,58182,3200000,"R200,000.00","R3,000,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,2nd,207,1 bed,47,19,66,46970,3100000,"R200,000.00","R2,900,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,3rd,302,1 bed,50,2,52,59135,3075000,"R200,000.00","R2,875,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,3rd,305,1 bed,50,2,52,59135,3075000,"R200,000.00","R2,875,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,3rd,306,1 bed,54,2,56,58482,3275000,"R200,000.00","R3,075,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,3rd,307,1 bed,47,13,60,52917,3175000,"R200,000.00","R2,975,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,4th,402,1 bed,50,2,52,60577,3150000,"R200,000.00","R2,950,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,4th,405,1 bed,50,2,52,60577,3150000,"R200,000.00","R2,950,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,4th,406,1 bed,54,2,56,59821,3350000,"R200,000.00","R3,150,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,4th,407,1 bed,46,13,59,55085,3250000,"R200,000.00","R3,050,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,5th,502,1 bed,50,2,52,62019,3225000,"R200,000.00","R3,025,000.00",UNSOLD,
3-Feb-23,Sea Point,Suro,Rawson,5th,505,1 bed,50,2,52,62019,3225000,"R200,000.00","R3,025,000.00",UNSOLD,
3-Feb-23,Sea Point,Suro,Rawson,5th,506,1 bed,55,2,57,60088,3425000,"R200,000.00","R3,225,000.00",UNSOLD,
3-Feb-23,Sea Point,Suro,Rawson,5th,507,1 bed,46,13,59,57203,3375000,"R200,000.00","R3,175,000.00",UNSOLD,
3-Feb-23,Sea Point,Suro,Rawson,6th,602,1 bed,50,2,52,63462,3300000,"R200,000.00","R3,100,000.00",UNSOLD,
3-Feb-23,Sea Point,Suro,Rawson,6th,605,1 bed,50,2,52,63462,3300000,"R200,000.00","R3,100,000.00",UNSOLD,
3-Feb-23,Sea Point,Suro,Rawson,6th,606,1 bed,55,2,57,61404,3500000,"R200,000.00","R3,300,000.00",UNSOLD,
3-Feb-23,Sea Point,Suro,Rawson,6th,607,1 bed,47,13,60,57500,3450000,"R200,000.00","R3,250,000.00",UNSOLD,
3-Feb-23,Sea Point,Suro,Rawson,7th,702,1 bed,49,1,50,67500,3375000,"R200,000.00","R3,175,000.00",UNSOLD,
3-Feb-23,Sea Point,Suro,Rawson,7th,705,1 bed,50,1,51,66176,3375000,"R200,000.00","R3,175,000.00",UNSOLD,
3-Feb-23,Sea Point,Suro,Rawson,7th,706,1 bed,54,1,55,65000,3575000,"R200,000.00","R3,375,000.00",UNSOLD,
3-Feb-23,Sea Point,Suro,Rawson,7th,707,1 bed,47,13,60,58750,3525000,"R200,000.00","R3,325,000.00",UNSOLD,
3-Feb-23,Sea Point,Suro,Rawson,2nd,201,2 bed,74,1,75,58667,4400000,"R200,000.00","R4,200,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,2nd,203,2 bed,66,43,109,39450,4300000,"R200,000.00","R4,100,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,2nd,204,2 bed,74,36,110,41364,4550000,"R200,000.00","R4,350,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,3rd,301,2 bed,75,2,77,58117,4475000,"R200,000.00","R4,275,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,3rd,303,2 bed,68,20,88,49716,4375000,"R200,000.00","R4,175,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,3rd,304,2 bed,76,21,97,47680,4625000,"R200,000.00","R4,425,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,4th,401,2 bed,75,2,77,59091,4550000,"R200,000.00","R4,350,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,4th,403,2 bed,68,20,88,50568,4450000,"R200,000.00","R4,250,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,4th,404,2 bed,76,21,97,48454,4700000,"R200,000.00","R4,500,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,5th,501,2 bed,75,2,77,60065,4625000,"R200,000.00","R4,425,000.00",SOLD,
3-Feb-23,Sea Point,Suro,Rawson,5th,503,2 bed,68,20,88,51989,4575000,"R200,000.00","R4,375,000.00",UNSOLD,
3-Feb-23,Sea Point,Suro,Rawson,5th,504,2 bed,76,21,97,49742,4825000,"R200,000.00","R4,625,000.00",UNSOLD,
3-Feb-23,Sea Point,Suro,Rawson,6th,601,2 bed,74,2,76,61842,4700000,"R200,000.00","R4,500,000.00",UNSOLD,
3-Feb-23,Sea Point,Suro,Rawson,6th,603,2 bed,68,22,90,51667,4650000,"R200,000.00","R4,450,000.00",UNSOLD,
3-Feb-23,Sea Point,Suro,Rawson,6th,604,2 bed,76,22,98,50000,4900000,"R200,000.00","R4,700,000.00",UNSOLD,
3-Feb-23,Sea Point,Suro,Rawson,7th,701,2 bed,74,2,76,62829,4775000,"R200,000.00","R4,575,000.00",UNSOLD,
3-Feb-23,Sea Point,Suro,Rawson,7th,703,2 bed,66,22,88,53693,4725000,"R200,000.00","R4,525,000.00",UNSOLD,
3-Feb-23,Sea Point,Suro,Rawson,7th,704,2 bed,74,22,96,51823,4975000,"R200,000.00","R4,775,000.00",UNSOLD,
6-Feb-23,Sea Point,The Sage,Rawson,2nd,203,1 bed,40,8,48,53646,2575000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,2nd,204,1 bed,40,8,48,53646,2575000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,2nd,206,1 bed,43,7,50,53500,2675000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,2nd,207,1 bed,43,7,50,53500,2675000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,2nd,208,1 bed,51,10,61,49180,3000000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,3rd,303,1 bed,40,8,48,55729,2675000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,3rd,304,1 bed,40,8,48,55729,2675000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,3rd,306,1 bed,43,7,50,54500,2725000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,3rd,307,1 bed,43,7,50,54500,2725000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,3rd,308,1 bed,51,10,61,50820,3100000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,4th,403,1 bed,40,8,48,57813,2775000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,4th,404,1 bed,40,8,48,57813,2775000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,4th,406,1 bed,43,7,50,55500,2775000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,4th,407,1 bed,43,7,50,55500,2775000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,4th,408,1 bed,51,10,61,52459,3200000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,5th,503,1 bed,40,8,48,59896,2875000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,5th,504,1 bed,40,8,48,59896,2875000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,5th,506,1 bed,43,7,50,56500,2825000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,5th,507,1 bed,43,7,50,56500,2825000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,5th,508,1 bed,51,10,61,54098,3300000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,6th,603,1 bed,40,8,48,61979,2975000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,6th,604,1 bed,40,8,48,61979,2975000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,6th,606,1 bed,43,7,50,58500,2925000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,6th,607,1 bed,43,7,50,58500,2925000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,6th,608,1 bed,51,10,61,55738,3400000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,7th,703,1 bed,40,8,48,64063,3075000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,7th,704,1 bed,40,8,48,64063,3075000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,7th,706,1 bed,43,7,50,63800,3190000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,7th,707,1 bed,43,7,50,63800,3190000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,7th,708,1 bed,51,10,61,57377,3500000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,2nd,205,2 bed,72,17,89,53371,4750000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,3rd,305,2 bed,72,17,89,55618,4950000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,4th,405,2 bed,72,17,89,56742,5050000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,5th,505,2 bed,72,17,89,57865,5150000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,6th,605,2 bed,72,17,89,60112,5350000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,7th,705,2 bed,72,17,89,62360,5550000,,,SOLD,Promenade
6-Feb-23,Sea Point,The Sage,Rawson,2nd,209,Micro,27,3,30,49667,1490000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,2nd,210,Micro,27,3,30,49667,1490000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,2nd,211,Micro,27,3,30,49667,1490000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,2nd,212,Micro,27,3,30,49667,1490000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,2nd,213,Micro,30,3,33,53030,1750000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,2nd,214,Micro,30,3,33,53030,1750000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,3rd,309,Micro,27,3,30,55000,1650000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,3rd,310,Micro,27,3,30,55000,1650000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,3rd,311,Micro,27,3,30,55000,1650000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,3rd,312,Micro,27,3,30,55000,1650000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,3rd,313,Micro,30,3,33,57273,1890000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,3rd,314,Micro,30,3,33,57273,1890000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,4th,409,Micro,27,3,30,59667,1790000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,4th,410,Micro,27,3,30,59667,1790000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,4th,411,Micro,27,3,30,59667,1790000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,4th,412,Micro,27,3,30,59667,1790000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,4th,413,Micro,27,3,30,59667,1790000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,4th,414,Micro,30,3,33,60303,1990000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,4th,415,Micro,30,3,33,60303,1990000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,5th,509,Micro,27,3,30,63000,1890000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,5th,510,Micro,27,3,30,63000,1890000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,5th,511,Micro,27,3,30,63000,1890000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,5th,512,Micro,27,3,30,63000,1890000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,5th,513,Micro,27,3,30,63000,1890000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,5th,514,Micro,30,3,33,63333,2090000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,5th,515,Micro,30,3,33,63333,2090000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,6th,609,Micro,27,3,30,66333,1990000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,6th,610,Micro,27,3,30,66333,1990000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,6th,611,Micro,27,3,30,66333,1990000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,6th,612,Micro,27,3,30,66333,1990000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,6th,613,Micro,27,3,30,66333,1990000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,6th,614,Micro,30,3,33,65152,2150000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,6th,615,Micro,30,3,33,65152,2150000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,7th,709,Micro,27,3,30,69667,2090000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,7th,710,Micro,27,3,30,69667,2090000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,7th,711,Micro,27,3,30,69667,2090000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,7th,712,Micro,27,3,30,69667,2090000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,7th,713,Micro,27,3,30,69667,2090000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,7th,714,Micro,30,3,33,66364,2190000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,7th,715,Micro,30,3,33,66364,2190000,,,SOLD,Camps Bay
6-Feb-23,Sea Point,The Sage,Rawson,2nd,201,Studio,33,5,38,49737,1890000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,2nd,202,Studio,33,5,38,49737,1890000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,3rd,301,Studio,33,5,38,52368,1990000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,3rd,302,Studio,33,5,38,52368,1990000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,4th,401,Studio,33,5,38,55000,2090000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,4th,402,Studio,33,5,38,55000,2090000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,5th,501,Studio,33,5,38,57632,2190000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,5th,502,Studio,33,5,38,57632,2190000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,5th,516,Studio,34,10,44,57955,2550000,,,SOLD,Signal Hill
6-Feb-23,Sea Point,The Sage,Rawson,6th,601,Studio,33,5,38,78684,2990000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,6th,602,Studio,33,5,38,78684,2990000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,6th,616,Studio,34,10,44,60227,2650000,,,SOLD,Signal Hill
6-Feb-23,Sea Point,The Sage,Rawson,7th,701,Studio,33,5,38,65526,2490000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,7th,702,Studio,33,5,38,65526,2490000,,,SOLD,Green Point
6-Feb-23,Sea Point,The Sage,Rawson,7th,716,Studio,34,10,44,62500,2750000,,,SOLD,Signal Hill
,Southern Suburbs,Newlands Peak,Rawson,G,2,1 bed,83,,83,33735,2800000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,G,5,1 bed,63,,63,34127,2150000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,G,9,1 bed,66,,66,33182,2190000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,G,12,1 bed,82,,82,31098,2550000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,G,15,1 bed,60,,60,35833,2150000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,404,1 bed,65,,65,36154,2350000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,408,1 bed,65,,65,33846,2200000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,409,1 bed,92,,92,25543,2350000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,413,1 bed,75,,75,31333,2350000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,414,1 bed,78,,78,30769,2400000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,417,1 bed,81,,81,35802,2900000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,420,1 bed,50,,50,46000,2300000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,424,1 bed,68,,68,33088,2250000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,425,1 bed,67,,67,38060,2550000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,434,1 bed,70,,70,36429,2550000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,504,1 bed,49,,49,43367,2125000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,508,1 bed,50,,50,41000,2050000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,509,1 bed,54,,54,39815,2150000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,513,1 bed,49,,49,43878,2150000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,514,1 bed,59,,59,37119,2190000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,517,1 bed,72,,72,36806,2650000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,520,1 bed,50,,50,41000,2050000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,524,1 bed,46,,46,45652,2100000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,525,1 bed,50,,50,46500,2325000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,534,1 bed,50,,50,47000,2350000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,604,1 bed,49,,49,44898,2200000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,608,1 bed,50,,50,42500,2125000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,609,1 bed,54,,54,41667,2250000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,613,1 bed,49,,49,45408,2225000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,614,1 bed,59,,59,38390,2265000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,617,1 bed,72,,72,37847,2725000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,620,1 bed,50,,50,41000,2050000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,624,1 bed,46,,46,47283,2175000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,625,1 bed,50,,50,48000,2400000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,634,1 bed,50,,50,48500,2425000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,704,1 bed,49,,49,46429,2275000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,708,1 bed,50,,50,44000,2200000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,709,1 bed,54,,54,42593,2300000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,713,1 bed,49,,49,46939,2300000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,714,1 bed,59,,59,39661,2340000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,717,1 bed,72,,72,38889,2800000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,720,1 bed,50,,50,41000,2050000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,724,1 bed,46,,46,48913,2250000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,725,1 bed,50,,50,49500,2475000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,734,1 bed,50,,50,50000,2500000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,804,1 bed,49,,49,47959,2350000,,,SOLD,
